title,console,genre,publisher,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,release_date
Final Fantasy Crystal Chronicles: Ring of Fates,DS,Role-Playing,Square Enix,7.7,0.66,0.22,0.42,0.01,0.02,2008-03-11
Suikoden IV,PS2,Role-Playing,Konami,6.3,0.66,0.17,0.3,0.13,0.05,2005-01-11
Darkstone,PS,Role-Playing,Take-Two Interactive,6.7,0.66,0.37,0.0,0.25,0.04,2001-01-28
Legend of Legaia,PS,Role-Playing,Sony Computer Entertainment,8.1,0.66,0.37,0.0,0.25,0.04,1999-03-17
Command & Conquer: Red Alert 3,PC,Strategy,Electronic Arts,8.2,0.66,0.01,0.0,0.64,0.02,2008-10-28
WWE SmackDown vs. RAW 2007,PSP,Fighting,THQ,7.8,0.66,0.33,0.0,0.2,0.14,2006-12-06
London 2012: The Official Video Game of the Olympic Games,PS3,Sports,Sega,6.2,0.66,0.06,0.0,0.49,0.12,2012-06-26
Shaun White Snowboarding,PS3,Sports,Ubisoft,6.0,0.66,0.31,0.01,0.24,0.1,2008-11-16
Fist of the North Star: Ken's Rage,PS3,Action,Tecmo Koei,4.8,0.66,0.06,0.55,0.03,0.01,2010-11-02
Castlevania: Lords of Shadow,X360,Action,Konami,7.9,0.66,0.42,0.01,0.17,0.05,2010-10-05
Ratatouille,PSP,Platform,THQ,6.6,0.66,0.22,0.0,0.28,0.16,2007-06-26
Disney's Kim Possible 2: Drakken's Demise,GBA,Platform,Disney Interactive Studios,8.3,0.66,0.47,0.0,0.17,0.01,2004-09-15
Madagascar,GC,Platform,Activision,6.8,0.66,0.52,0.0,0.13,0.02,2005-05-24
2014 FIFA World Cup Brazil,PS3,Sports,EA Sports,7.9,0.66,0.15,0.01,0.4,0.1,2014-04-15
NHL 13,PS3,Sports,Electronic Arts,8.3,0.66,0.33,0.0,0.23,0.1,2012-09-11
NHL 10,X360,Sports,EA Sports,9.1,0.66,0.51,0.0,0.1,0.06,2009-09-15
MX vs. ATV Untamed,PSP,Racing,THQ,5.6,0.65,0.35,0.0,0.18,0.13,2007-12-17
F-Zero GX,GC,Racing,Nintendo,8.4,0.65,0.41,0.12,0.11,0.02,2003-08-26
Wall-E,PSP,Platform,THQ,7.7,0.65,0.29,0.0,0.22,0.14,2008-06-24
LEGO City Undercover,NS,Platform,Warner Bros. Interactive Entertainment,8.0,0.65,0.23,0.03,0.33,0.05,2017-04-04
Transformers: The Game,PSP,Action,Activision,4.3,0.65,0.23,0.0,0.27,0.16,2007-06-19
Centipede,PS,Shooter,Hasbro Interactive,5.9,0.65,0.36,0.0,0.25,0.04,1999-04-30
Scene It? Box Office Smash,X360,Misc,Microsoft Game Studios,7.6,0.65,0.33,0.0,0.25,0.07,2008-10-28
Advance Wars 2: Black Hole Rising,GBA,Strategy,Nintendo,8.8,0.65,0.47,0.0,0.17,0.01,2003-06-24
007: Quantum of Solace,Wii,Shooter,Activision,5.6,0.65,0.29,0.01,0.28,0.07,2008-11-04
Far Cry 4,PC,Shooter,Ubisoft,8.5,0.65,0.19,0.0,0.41,0.05,2014-11-18
Tiger Woods PGA Tour 09,PS3,Sports,EA Sports,8.5,0.65,0.34,0.0,0.22,0.1,2008-08-26
Disney's Chicken Little,PS2,Platform,Buena Vista,6.3,0.65,0.32,0.0,0.25,0.08,2005-10-20
Harry Potter and the Goblet of Fire,PS2,Adventure,Electronic Arts,6.7,0.65,0.54,0.0,0.02,0.09,2005-11-08
Drawn to Life: The Next Chapter,DS,Adventure,THQ,7.4,0.65,0.44,0.0,0.14,0.06,2009-10-27
Dead or Alive 5,PS3,Fighting,Tecmo Koei,7.6,0.65,0.23,0.21,0.15,0.07,2015-02-17
Champions: Return to Arms,PS2,Role-Playing,Sony Online Entertainment,7.7,0.65,0.32,0.0,0.25,0.08,2005-02-07
Star Ocean: First Departure,PSP,Role-Playing,Square Enix,7.5,0.65,0.2,0.22,0.14,0.09,2008-10-21
Tiger Woods PGA Tour 10,X360,Sports,EA Sports,8.3,0.65,0.39,0.0,0.2,0.06,2009-06-08
Sengoku Basara: Samurai Heroes,PS3,Action,Capcom,6.1,0.64,0.17,0.4,0.04,0.02,2010-10-12
Real Heroes: Firefighter,Wii,Action,Conspiracy Entertainment,7.4,0.64,0.56,0.0,0.04,0.05,2009-08-04
Dragon Ball: Raging Blast 2,X360,Fighting,Namco Bandai,6.0,0.64,0.49,0.01,0.09,0.05,2010-11-02
X2: Wolverine's Revenge,PS2,Action,Activision,5.8,0.64,0.31,0.0,0.24,0.08,2003-04-14
New Play Control! Pikmin,Wii,Strategy,Nintendo,7.7,0.64,0.28,0.19,0.13,0.04,2009-03-09
Just Dance 2014,WiiU,Music,Ubisoft,7.5,0.64,0.34,0.0,0.25,0.06,2013-10-08
Max Payne 2: The Fall of Max Payne,XB,Shooter,Rockstar Games,8.6,0.64,0.47,0.0,0.15,0.02,2003-11-25
Lost Planet: Extreme Condition,PS3,Shooter,Capcom,6.3,0.64,0.31,0.07,0.17,0.08,2008-02-26
Rayman 3D,3DS,Platform,Ubisoft,6.3,0.64,0.23,0.0,0.36,0.06,2011-03-22
Konami Collector's Series: Arcade Advanced,GBA,Misc,Konami,8.0,0.64,0.46,0.0,0.17,0.01,2002-03-21
Castlevania,N64,Platform,Konami,7.6,0.64,0.44,0.04,0.1,0.05,1999-01-26
Crash Bandicoot Purple: Ripto's Rampage,GBA,Platform,Vivendi Games,6.7,0.64,0.46,0.0,0.17,0.01,2004-06-03
Rayman 2: The Great Escape,N64,Platform,Ubisoft,9.0,0.64,0.4,0.0,0.22,0.02,1999-10-31
Crash of the Titans,PSP,Action,Sierra Entertainment,6.3,0.64,0.25,0.0,0.25,0.15,2007-10-16
Rock Band 3,Wii,Misc,MTV Games,9.2,0.64,0.53,0.0,0.06,0.05,2010-10-26
Dead Island: Riptide,PS3,Action,Deep Silver,6.6,0.64,0.26,0.07,0.21,0.1,2013-04-23
The Lord of the Rings: Conquest,X360,Action,Electronic Arts,5.9,0.63,0.37,0.0,0.2,0.06,2009-01-13
LEGO The Incredibles,NS,Action,Warner Bros. Interactive Entertainment,6.5,0.63,0.35,0.01,0.21,0.06,2018-06-15
Iron Man,PSP,Action,Sega,5.0,0.63,0.46,0.0,0.09,0.09,2008-05-02
Sim Theme Park,PS,Strategy,Electronic Arts,8.5,0.63,0.35,0.0,0.24,0.04,1999-10-24
Wolfenstein,PS3,Shooter,Activision,7.2,0.63,0.25,0.0,0.27,0.11,2009-08-18
NieR,PS3,Role-Playing,Square Enix,6.6,0.63,0.17,0.2,0.19,0.07,2010-04-27
Namco Museum,GC,Misc,Namco,5.3,0.63,0.48,0.0,0.13,0.02,2002-10-09
Transformers: Revenge of the Fallen,X360,Action,Activision,6.1,0.63,0.34,0.0,0.23,0.06,2009-06-23
Shin Megami Tensei: Persona 3 FES,PS2,Role-Playing,Atlus,8.7,0.63,0.22,0.16,0.2,0.05,2008-04-22
XCOM: Enemy Unknown,X360,Sports,2K Games,8.8,0.63,0.36,0.0,0.22,0.06,2012-10-09
Assassin's Creed IV: Black Flag,PC,Action-Adventure,Ubisoft,8.5,0.63,0.24,0.0,0.34,0.05,2013-11-19
A Bug's Life,N64,Platform,Activision,6.1,0.63,0.49,0.0,0.13,0.01,1999-04-30
Ape Escape 2,PS2,Platform,Ubisoft,8.0,0.63,0.12,0.38,0.09,0.03,2003-06-30
The Sims 3: Generations,PC,Simulation,Electronic Arts,6.5,0.63,0.4,0.0,0.23,0.0,2011-05-31
Dogz,GBA,Simulation,Ubisoft,4.1,0.63,0.45,0.0,0.17,0.01,2005-11-17
Test Drive Unlimited 2,PS3,Racing,Atari,6.9,0.63,0.16,0.01,0.35,0.11,2011-02-08
LEGO Pirates of the Caribbean: The Video Game,3DS,Action,Disney Interactive Studios,7.0,0.63,0.29,0.0,0.28,0.06,2011-05-10
LEGO Star Wars II: The Original Trilogy,X360,Action,LucasArts,8.2,0.63,0.55,0.0,0.03,0.05,2006-09-12
Condemned 2: Bloodshot,X360,Adventure,Sega,8.2,0.63,0.38,0.0,0.19,0.06,2008-03-11
Tony Hawk's Project 8,PS3,Sports,Activision,7.9,0.63,0.3,0.01,0.23,0.1,2006-11-17
X-Men Legends II: Rise of Apocalypse,PS2,Role-Playing,Activision,8.5,0.63,0.53,0.0,0.02,0.09,2005-09-20
White Knight Chronicles II,PS3,Role-Playing,D3 Publisher,5.4,0.63,0.23,0.27,0.09,0.04,2011-09-13
Dragon Age II,PC,Role-Playing,Electronic Arts,7.9,0.63,0.23,0.0,0.33,0.08,2011-03-08
Disney Universe,PS3,Action,Disney Interactive Studios,7.4,0.62,0.3,0.0,0.23,0.09,2011-10-25
Madden NFL 07,GC,Sports,EA Sports,8.5,0.62,0.48,0.0,0.13,0.02,2006-08-22
Viewtiful Joe,GC,Action,Capcom,9.4,0.62,0.38,0.12,0.1,0.02,2003-10-07
Wall-E,X360,Platform,THQ,5.3,0.62,0.29,0.0,0.26,0.07,2008-06-24
Tomb Raider III: Adventures of Lara Croft,PC,Adventure,Eidos Interactive,7.3,0.62,0.59,0.0,0.03,0.0,1998-11-30
Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,Adventure,Capcom,7.9,0.62,0.3,0.25,0.03,0.03,2007-10-23
Donkey Kong Barrel Blast,Wii,Racing,Nintendo,4.8,0.62,0.19,0.11,0.26,0.06,2007-10-08
Beetle Adventure Racing!,N64,Racing,Electronic Arts,9.2,0.62,0.4,0.0,0.2,0.02,1999-03-24
F1 2017,PS4,Racing,Deep Silver,8.0,0.62,0.04,0.02,0.47,0.09,2017-08-25
Start the Party!,PS3,Misc,Sony Computer Entertainment,6.1,0.62,0.07,0.0,0.41,0.13,2010-09-07
NBA 2K9,PS3,Sports,2K Sports,8.3,0.62,0.56,0.0,0.0,0.05,2008-10-07
Jak and Daxter: The Lost Frontier,PSP,Platform,Sony Computer Entertainment,7.5,0.62,0.18,0.0,0.28,0.16,2009-11-03
Ghostbusters: The Video Game,X360,Action,Atari,7.7,0.62,0.43,0.0,0.14,0.06,2009-06-16
Wet,PS3,Shooter,Bethesda Softworks,6.9,0.62,0.22,0.01,0.27,0.11,2009-09-15
DJ Hero 2,Wii,Misc,Activision,8.7,0.62,0.48,0.0,0.09,0.04,2010-10-19
Dragon Ball Z: Ultimate Tenkaichi,PS3,Fighting,Namco Bandai,5.0,0.62,0.27,0.09,0.18,0.07,2011-10-25
Wild ARMs 3,PS2,Role-Playing,Sony Computer Entertainment,7.6,0.62,0.16,0.29,0.13,0.04,2002-10-15
World of Final Fantasy,PS4,Role-Playing,Square Enix,6.7,0.62,0.24,0.09,0.21,0.09,2016-10-25
Prince of Persia: The Forgotten Sands,X360,Action,Ubisoft,7.5,0.62,0.3,0.0,0.26,0.06,2010-05-18
Metal Gear Solid 2: Substance,XB,Action,Konami,8.7,0.62,0.38,0.0,0.22,0.03,2002-11-04
Samurai Warriors 2,PS2,Action,KOEI,5.6,0.61,0.02,0.57,0.02,0.01,2006-09-19
Tony Hawk: RIDE,PS3,Sports,Activision,4.5,0.61,0.38,0.0,0.15,0.08,2009-11-17
Advance Wars: Days of Ruin,DS,Strategy,Nintendo,8.4,0.61,0.43,0.0,0.13,0.05,2008-01-21
New Play Control! Pikmin 2,Wii,Strategy,Nintendo,8.7,0.61,0.11,0.34,0.13,0.02,2012-06-10
Half-Life 2,XB,Shooter,Electronic Arts,8.9,0.61,0.37,0.0,0.21,0.03,2005-11-15
Metroid Prime: Trilogy,Wii,Shooter,Nintendo,9.0,0.61,0.42,0.0,0.05,0.14,2009-08-24
Vanquish,PS3,Shooter,Sega,8.5,0.61,0.21,0.11,0.22,0.08,2010-10-19
Game & Watch Gallery 4,GBA,Misc,Nintendo,6.4,0.61,0.43,0.0,0.16,0.01,2002-10-28
Madden NFL 2002,GC,Sports,EA Sports,8.6,0.61,0.47,0.0,0.12,0.02,2001-11-17
Sacred 2: Fallen Angel,PS3,Role-Playing,CDV Software Entertainment,7.1,0.61,0.22,0.08,0.23,0.09,2009-05-11
Final Fantasy IV Advance,GBA,Role-Playing,Square Enix,8.6,0.61,0.27,0.22,0.1,0.01,2005-12-12
Harry Potter and the Goblet of Fire,GBA,Adventure,Electronic Arts,6.0,0.61,0.44,0.0,0.16,0.01,2005-11-08
Pro Evolution Soccer 2011,X360,Sports,Konami,6.0,0.61,0.09,0.0,0.44,0.07,2010-10-05
Tony Hawk: RIDE,X360,Sports,Activision,4.4,0.61,0.46,0.0,0.1,0.05,2009-11-17
James Cameron's Avatar: The Game,PSP,Action,Ubisoft,3.9,0.61,0.22,0.0,0.25,0.14,2009-12-01
Dragon Ball Z: Buu's Fury,GBA,Action,Atari,5.9,0.61,0.44,0.0,0.16,0.01,2004-09-14
Backyard Wrestling: Don't Try This at Home,PS2,Fighting,Eidos Interactive,6.0,0.6,0.3,0.0,0.23,0.08,2003-10-07
Fighters Uncaged,X360,Fighting,Ubisoft,3.2,0.6,0.31,0.0,0.23,0.06,2010-11-04
Rayman Arena,PS2,Racing,Ubisoft,6.7,0.6,0.29,0.0,0.23,0.08,2002-09-24
Secret Agent Clank,PS2,Platform,Sony Computer Entertainment,7.0,0.6,0.13,0.0,0.18,0.29,2009-05-26
Split/Second,X360,Racing,Disney Interactive Studios,8.4,0.6,0.32,0.0,0.23,0.06,2010-05-18
PGR3 - Project Gotham Racing 3,X360,Racing,Microsoft Game Studios,8.8,0.6,0.49,0.03,0.03,0.05,2005-11-16
Suikoden,PS,Role-Playing,Konami,8.2,0.6,0.21,0.21,0.14,0.04,1996-12-01
Transformers: The Game,X360,Action,Activision,5.2,0.6,0.51,0.0,0.04,0.05,2007-06-26
Wave Race: Blue Storm,GC,Racing,Nintendo,8.4,0.6,0.4,0.09,0.1,0.02,2001-11-17
NBA 2K7,X360,Sports,2K Sports,8.4,0.6,0.55,0.0,0.0,0.05,2006-09-25
Ben 10: Alien Force,PSP,Action,D3 Publisher,5.2,0.6,0.36,0.0,0.14,0.11,2008-10-28
Call of Juarez: Bound in Blood,X360,Shooter,Ubisoft,7.6,0.6,0.3,0.0,0.24,0.06,2009-06-30
Half-Life,PS2,Shooter,Sierra Entertainment,8.4,0.6,0.29,0.0,0.23,0.08,2001-11-11
Medal of Honor: Frontline,GC,Shooter,Electronic Arts,8.0,0.59,0.46,0.0,0.12,0.02,2002-11-10
Dead Space,PC,Shooter,Electronic Arts,8.8,0.59,0.0,0.0,0.54,0.06,2008-10-20
Ready 2 Rumble Boxing,N64,Sports,Midway Games,7.8,0.59,0.47,0.0,0.11,0.01,1999-10-31
NHL 11,PS3,Sports,EA Sports,8.8,0.59,0.4,0.0,0.13,0.07,2010-09-07
Final Fantasy Explorers,3DS,Role-Playing,Square Enix,7.3,0.59,0.17,0.29,0.1,0.03,2016-01-26
XCOM: Enemy Unknown,PS3,Strategy,2K Games,9.1,0.59,0.25,0.0,0.24,0.1,2012-10-09
Assassin's Creed: Brotherhood,PC,Action,Ubisoft,8.7,0.59,0.16,0.0,0.34,0.09,2011-03-22
Naruto: The Broken Bond,X360,Action,Ubisoft,7.6,0.59,0.24,0.0,0.28,0.06,2008-11-18
Asphalt: Urban GT,DS,Racing,Ubisoft,5.0,0.59,0.31,0.0,0.22,0.06,2004-11-17
Blur,X360,Racing,Activision,8.3,0.59,0.25,0.0,0.27,0.06,2010-05-25
Transformers: War for Cybertron,X360,Action,Activision,7.3,0.59,0.39,0.0,0.15,0.05,2010-06-22
Rock Band 2,PS2,Misc,MTV Games,7.9,0.59,0.29,0.0,0.23,0.08,2008-11-18
Crash Bandicoot: The Wrath of Cortex,GC,Platform,Universal Interactive,6.0,0.59,0.46,0.0,0.12,0.02,2002-09-17
Call of Duty: Black Ops,DS,Shooter,Activision,7.0,0.59,0.5,0.0,0.04,0.04,2010-11-09
The Fight: Lights Out,PS3,Fighting,Sony Computer Entertainment,4.7,0.59,0.29,0.0,0.21,0.09,2010-11-09
WarioWare D.I.Y.,DS,Misc,Nintendo,8.3,0.59,0.17,0.2,0.18,0.04,2010-03-28
Harvest Moon: Friends of Mineral Town,GBA,Simulation,Natsume,7.6,0.59,0.34,0.11,0.13,0.01,2003-11-17
Alice: Madness Returns,PS3,Adventure,Electronic Arts,6.7,0.59,0.22,0.04,0.24,0.08,2011-06-14
Silent Hill: Shattered Memories,PS2,Adventure,Konami,8.0,0.59,0.13,0.01,0.22,0.23,2010-01-19
Metal Gear Solid V: Ground Zeroes,PS3,Action-Adventure,Konami Digital Entertainment,8.5,0.59,0.13,0.28,0.13,0.05,2014-03-18
Skylanders: SuperChargers,WiiU,Action-Adventure,Activision,8.0,0.59,0.32,0.0,0.22,0.05,2015-09-20
Kane & Lynch 2: Dog Days,PS3,Shooter,Square Enix,6.3,0.59,0.17,0.05,0.28,0.1,2010-08-17
MLB 11: The Show,PS3,Sports,Sony Computer Entertainment,8.9,0.59,0.55,0.0,0.0,0.05,2011-03-08
LEGO Indiana Jones 2: The Adventure Continues,PSP,Adventure,LucasArts,5.2,0.59,0.21,0.0,0.24,0.14,2009-11-17
Dead or Alive Xtreme Beach Volleyball,XB,Sports,Tecmo,6.6,0.59,0.36,0.14,0.08,0.02,2003-01-22
Madden NFL 06,X360,Sports,EA Sports,7.7,0.59,0.54,0.01,0.0,0.03,2005-11-16
2002 FIFA World Cup,PS2,Sports,EA Sports,7.9,0.59,0.21,0.16,0.17,0.06,2002-04-22
NHL 12,PS3,Sports,EA Sports,8.6,0.58,0.36,0.0,0.16,0.07,2011-09-13
Tony Hawk's Pro Skater 4,GC,Sports,Activision,9.2,0.58,0.45,0.0,0.12,0.02,2002-10-23
Disney Magic World 2,3DS,Simulation,Nintendo,7.5,0.58,0.07,0.23,0.25,0.02,2016-10-14
Skate it,Wii,Sports,Electronic Arts,6.6,0.58,0.5,0.0,0.03,0.04,2008-11-19
Call of Duty: Modern Warfare Remastered,PS4,Shooter,Activision,7.9,0.58,0.17,0.03,0.3,0.09,2017-06-27
Doom 3 BFG Edition,PS3,Misc,Bethesda Softworks,6.8,0.58,0.26,0.0,0.22,0.1,2012-10-16
F1 2013,PS3,Racing,Codemasters,7.7,0.58,0.01,0.03,0.47,0.08,2013-10-08
Championship Motocross featuring Ricky Carmichael,PS,Racing,THQ,7.5,0.58,0.32,0.0,0.22,0.04,1999-09-15
NCAA Football 10,PS2,Sports,EA Sports,8.0,0.58,0.28,0.0,0.22,0.07,2009-07-14
Guitar Hero: Smash Hits,Wii,Misc,Activision,7.5,0.58,0.31,0.0,0.21,0.06,2009-06-16
Deus Ex: Human Revolution,PC,Shooter,Square Enix,8.7,0.58,0.25,0.0,0.26,0.08,2011-08-23
Contra: Shattered Soldier,PS2,Shooter,Konami,7.3,0.58,0.28,0.0,0.22,0.07,2002-10-22
LEGO Worlds,NS,Misc,Warner Bros. Interactive Entertainment,5.0,0.58,0.21,0.0,0.33,0.04,2017-09-05
Disgaea 4: A Promise Unforgotten,PS3,Role-Playing,NIS America,7.9,0.58,0.27,0.14,0.11,0.06,2011-09-06
Diablo,PS,Role-Playing,Electronic Arts,8.3,0.58,0.29,0.07,0.19,0.04,1998-01-01
Final Fantasy: The 4 Heroes of Light,DS,Role-Playing,Square Enix,7.2,0.58,0.22,0.23,0.1,0.03,2010-10-05
Kirby and the Rainbow Curse,WiiU,Platform,Nintendo,8.2,0.58,0.26,0.13,0.14,0.04,2015-02-20
Tenchu 2: Birth of the Stealth Assassins,PS,Action,Activision,8.5,0.58,0.32,0.0,0.22,0.04,2000-08-07
Tom Clancy's HAWX,X360,Action,Ubisoft,6.9,0.58,0.31,0.02,0.19,0.06,2009-03-03
International Superstar Soccer '98,N64,Sports,Konami,9.1,0.58,0.06,0.19,0.3,0.03,1998-09-15
Blacksite: Area 51,X360,Shooter,Midway Games,6.3,0.57,0.29,0.0,0.23,0.06,2007-11-12
Tomb Raider: Anniversary,PSP,Action,Eidos Interactive,7.7,0.57,0.21,0.0,0.23,0.13,2007-08-09
StarCraft II: Legacy of the Void,PC,Strategy,Blizzard Entertainment,8.8,0.57,0.23,0.0,0.3,0.05,2015-11-10
Disney Universe,X360,Action,Disney Interactive Studios,6.7,0.57,0.37,0.0,0.14,0.05,2011-10-25
SpongeBob SquarePants: Battle for Bikini Bottom,XB,Platform,THQ,6.7,0.57,0.45,0.0,0.1,0.02,2003-10-31
Spider-Man 3,X360,Platform,Activision,6.0,0.57,0.49,0.0,0.04,0.04,2007-05-04
Beyond The Beyond,PS,Role-Playing,Sony Computer Entertainment,4.8,0.57,0.11,0.35,0.08,0.04,1996-08-31
Rock Band 3,PS3,Misc,MTV Games,9.2,0.57,0.43,0.0,0.09,0.06,2010-10-26
Trivial Pursuit,Wii,Misc,Electronic Arts,7.3,0.57,0.2,0.0,0.3,0.06,2009-03-10
Madden NFL 06,GC,Sports,EA Sports,8.7,0.57,0.44,0.0,0.11,0.02,2005-08-08
London 2012: The Official Video Game of the Olympic Games,X360,Sports,Sega,5.5,0.57,0.07,0.0,0.44,0.06,2012-06-26
NHL 10,PS3,Sports,EA Sports,9.1,0.57,0.38,0.0,0.12,0.07,2009-09-15
ATV Offroad Fury: Blazin' Trails,PSP,Racing,Sony Computer Entertainment,5.9,0.57,0.53,0.0,0.0,0.04,2005-04-19
Resident Evil Outbreak File #2,PS2,Action,Capcom,5.8,0.57,0.19,0.17,0.15,0.05,2005-04-26
Starlink: Battle for Atlas,NS,Action-Adventure,Ubisoft,7.5,0.57,0.35,0.0,0.17,0.05,2018-10-16
BlazBlue: Calamity Trigger,PS3,Fighting,Aksys Games,8.5,0.57,0.36,0.06,0.1,0.06,2009-06-30
Ultra Street Fighter II: The Final Challengers,NS,Fighting,Capcom,7.0,0.57,0.22,0.09,0.22,0.04,2017-05-26
Top Spin 3,PS3,Sports,2K Sports,7.8,0.57,0.08,0.0,0.37,0.12,2008-06-23
Harvest Moon: The Tale of Two Towns,DS,Simulation,Natsume,6.3,0.57,0.27,0.22,0.06,0.03,2011-09-20
Harvest Moon: Sunshine Islands,DS,Simulation,Natsume,9.0,0.57,0.35,0.17,0.03,0.03,2009-11-10
The Sims 3: World Adventures,PC,Simulation,Electronic Arts,8.2,0.57,0.02,0.0,0.18,0.37,2009-11-16
FIFA World Cup Germany 2006,PS2,Sports,EA Sports,7.9,0.57,0.47,0.0,0.02,0.08,2006-04-24
"Warhammer 40,000: Space Marine",X360,Shooter,THQ,7.3,0.56,0.25,0.0,0.26,0.06,2011-09-06
Battlefield 2: Modern Combat,XB,Shooter,Electronic Arts,7.5,0.56,0.39,0.0,0.15,0.02,2005-10-24
The Lord of the Rings: The Return of the King,GBA,Role-Playing,Electronic Arts,7.4,0.56,0.4,0.0,0.15,0.01,2003-11-05
Xenoblade Chronicles,3DS,Role-Playing,Nintendo,8.6,0.56,0.24,0.13,0.15,0.04,2015-04-10
LEGO Rock Band,X360,Misc,Warner Bros. Interactive,7.3,0.56,0.4,0.0,0.11,0.05,2009-11-03
NCAA Football 07,XB,Sports,EA Sports,8.8,0.56,0.42,0.0,0.12,0.01,2006-07-18
Final Fantasy IV: The Complete Collection,PSP,Role-Playing,Square Enix,8.0,0.56,0.13,0.27,0.09,0.06,2011-04-19
Top Spin 3,X360,Sports,2K Sports,8.1,0.56,0.09,0.0,0.4,0.07,2008-06-23
Everybody's Golf,PS4,Sports,Sony Interactive Entertainment,8.1,0.56,0.12,0.17,0.22,0.06,2017-08-29
Tetris Party Deluxe,Wii,Puzzle,Majesco,7.3,0.56,0.33,0.02,0.16,0.05,2010-06-01
Wolfenstein,X360,Shooter,Activision,7.3,0.56,0.28,0.0,0.22,0.06,2009-08-18
Blinx: The Time Sweeper,XB,Platform,Microsoft Game Studios,6.8,0.56,0.39,0.0,0.15,0.02,2002-10-07
True Crime: Streets of LA,GC,Action,Activision,8.1,0.56,0.44,0.0,0.11,0.02,2003-11-03
Tom Clancy's HAWX,PS3,Action,Ubisoft,7.5,0.56,0.21,0.05,0.22,0.09,2009-03-03
Enslaved: Odyssey to the West,PS3,Action,Namco Bandai,7.9,0.56,0.24,0.01,0.23,0.08,2010-10-05
No More Heroes,Wii,Action,Ubisoft,8.2,0.56,0.29,0.04,0.17,0.05,2008-01-22
Tony Hawk's Proving Ground,X360,Sports,Activision,7.2,0.56,0.49,0.0,0.02,0.04,2007-10-15
The Incredible Hulk,GBA,Platform,Universal Interactive,6.0,0.56,0.4,0.0,0.15,0.01,2003-05-27
Resident Evil 2,N64,Action,Capcom,9.0,0.56,0.39,0.07,0.09,0.01,1999-10-31
Need for Speed: Most Wanted,GC,Racing,Electronic Arts,8.4,0.56,0.43,0.0,0.11,0.02,2005-11-15
MX 2002 Featuring Ricky Carmichael,PS2,Racing,THQ,8.0,0.56,0.27,0.0,0.21,0.07,2001-07-03
Archer Maclean's Mercury,PSP,Puzzle,Ignition Entertainment,7.7,0.56,0.17,0.0,0.24,0.15,2005-04-06
Barbie Groovy Games,GBA,Misc,Universal Interactive,3.0,0.56,0.4,0.0,0.15,0.01,2002-09-04
Metroid: Samus Returns,3DS,Action-Adventure,Nintendo,9.1,0.56,0.3,0.07,0.15,0.05,2017-09-15
Breath of Fire IV,PS,Role-Playing,Capcom,8.4,0.56,0.11,0.34,0.08,0.04,2000-11-28
Odin Sphere,PS2,Role-Playing,Atlus,8.0,0.56,0.23,0.09,0.18,0.06,2007-05-22
Tony Hawk's Project 8,PSP,Sports,Activision,6.3,0.56,0.41,0.0,0.08,0.07,2006-11-21
Viva Pinata: Pocket Paradise,DS,Simulation,THQ,8.1,0.55,0.26,0.0,0.23,0.06,2008-09-08
WWF Raw (2002),XB,Fighting,THQ,6.5,0.55,0.4,0.0,0.13,0.02,2002-02-11
MX vs. ATV: Alive,X360,Racing,THQ,6.9,0.55,0.37,0.0,0.13,0.05,2011-05-10
Petz Catz Clan,DS,Simulation,Ubisoft,5.0,0.55,0.47,0.0,0.03,0.04,2008-11-18
Metal Gear Solid 3: Subsistence,PS2,Action,Konami,9.4,0.55,0.34,0.15,0.01,0.06,2006-03-14
Ratchet & Clank: Quest for Booty,PS3,Platform,Sony Computer Entertainment,7.6,0.55,0.0,0.0,0.52,0.03,2008-09-12
Poochy & Yoshi's Woolly World,3DS,Platform,Nintendo,7.5,0.55,0.2,0.17,0.16,0.03,2017-02-03
Secret Agent Clank(US sales),PSP,Platform,Sony Computer Entertainment,7.2,0.55,0.33,0.0,0.22,0.0,2008-06-17
Shrek 2,XB,Platform,Activision,6.7,0.55,0.4,0.0,0.13,0.02,2004-04-28
Donkey Kong Jungle Climber,DS,Platform,Nintendo,7.8,0.55,0.25,0.24,0.03,0.03,2007-09-10
Project CARS 2,PS4,Racing,Namco Bandai Games,8.5,0.55,0.1,0.02,0.35,0.08,2017-09-22
Batman: Vengeance,PS2,Adventure,Ubisoft,7.1,0.55,0.27,0.0,0.21,0.07,2001-10-15
Lunar: Silver Star Story Complete,PS,Role-Playing,Working Designs,7.6,0.55,0.27,0.06,0.18,0.04,1999-05-28
Disgaea 3: Absence of Justice,PS3,Role-Playing,NIS America,7.8,0.55,0.36,0.11,0.03,0.05,2008-08-26
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,Fighting,Capcom,8.3,0.54,0.3,0.03,0.16,0.05,2010-01-26
Dragon Ball Z: Ultimate Tenkaichi,X360,Fighting,Namco Bandai,6.0,0.54,0.39,0.01,0.1,0.05,2011-10-25
Tactics Ogre: Let Us Cling Together,PSP,Role-Playing,Square Enix,9.0,0.54,0.15,0.27,0.07,0.05,2011-02-15
METRO 2033,X360,Shooter,THQ,7.4,0.54,0.22,0.03,0.23,0.05,2010-03-16
Time Crisis: Razing Storm,PS3,Shooter,Namco Bandai,5.8,0.54,0.18,0.07,0.21,0.08,2010-10-19
